Date,"Order #",Status,Customer,Product(s),"Items Sold",Coupon(s),"N. Revenue"
"2020-11-12 13:51:12",5536,completed,new,"1× BC06 Almond Semolina Sugee Butter Cake 500g, 3× BC06 Cherry Chocolate Pound Cake 500g, 3× BC06 Vanilla Sand Loaf Cake 500g",7,,126
"2020-11-12 13:44:25",5535,completed,new,"1× BC02 Choc Cherry Financier Cake, 1× SP05 Assorted Danish Box",2,,82
"2020-11-12 13:41:20",5534,completed,new,"1× BC02 Carrot Walnut Cake",1,,59
"2020-11-12 13:38:18",5533,completed,new,"1× BC01 Carrot Walnut Cake - 8""R",1,,69
"2020-11-12 13:33:46",5532,processed,returning,"1× BC02 Strawberry Fields Cake",1,,59
"2020-11-12 13:28:25",5531,completed,new,"1× BC05 Choc Cookies & Cream Cheesecake",1,,45
"2020-11-12 12:58:08",5528,processed,new,"1× BC02 Blueberry Maple Cake",1,,59
"2020-11-12 12:50:11",5527,completed,new,"1× BC02 Carrot Walnut Cake",1,,59
"2020-11-12 12:46:21",5526,completed,returning,"1× BC02 Gula Melaka Pandan Cake, 1× *C04 Christmas Biscotti, 1× SP04 Assorted Mini Savory Tartlets 12s",3,,115
"2020-11-12 12:44:03",5525,completed,new,"1× BC02 Peanut Butter Jelly Cake",1,,64
"2020-11-12 12:36:49",5518,completed,new,"1× Real Dark Chocolate Cake - 6""R",1,,45
"2020-11-12 12:36:46",5517,completed,returning,"1× BC02 Carrot Walnut Cake",1,,59
"2020-11-12 12:34:53",5514,completed,new,"1× BC02 Carrot Walnut Cake",1,,59
"2020-11-12 12:18:23",5509,completed,new,"1× BC03 Vegan Earl Grey Belgian Chocolate Berries Cake",1,,63
"2020-11-12 11:48:55",5505,pending,returning,"1× *C01 Assorted Christmas Cookies, 1× *C05 Christmas Gingerbread Cookies, 1× *B02 Christmas Panettone (Family Size), 1× *H06 Morrocan Chicken Rice Pilaf, 1× *H08 Christmas Salad, 1× *A11 Christmas Brownies Tin",6,,207
"2020-11-12 11:34:13",5503,processed,new,"1× BC02 Ondeh Ondeh Cake",1,welcome10,40.5
"2020-11-12 11:32:17",5502,processed,new,"1× BC05 Yuzu Raspberry Cheesecake",1,,45
"2020-11-12 11:32:12",5501,completed,new,"1× BC02 Carrot Walnut Cake",1,welcome10,153
"2020-11-12 11:28:11",5498,completed,new,"4× SP01 Awesome Box, 4× SP01 Awesome Box, 4× SP01 Awesome Box",12,welcome10,162
"2020-11-12 11:22:59",5497,completed,returning,"2× BCC1 Almond Biscotti",2,,18.5
"2020-11-12 11:22:08",5496,completed,new,"1× Real Dark Chocolate Cake - 6""R",1,,45
"2020-11-12 11:17:20",5495,completed,new,"1× Ondeh Ondeh Cake - 6""R",1,,45
"2020-11-12 10:48:18",5489,completed,returning,"1× BC02 Chocolate Matcha Cake",1,,63
"2020-11-12 10:32:42",5482,completed,new,"1× Real Dark Chocolate Cake - 6""R",1,,45
"2020-11-12 10:29:17",5481,completed,returning,"1× BC02 Choc Banana Espresso Cake",1,,59
"2020-11-12 10:26:04",5480,completed,new,"1× BC02 Real Dark Chocolate Cake",1,,45
"2020-11-12 10:25:38",5479,completed,new,"1× SP05 Assorted Slice Bar, 1× SP01 Croissant & Cupcake Box, 1× SP01 Awesome Box, 1× SP01 Awesome Box, 1× SP01 Croissant & Cupcake Box",5,,93
"2020-11-12 10:23:13",5478,completed,new,"1× BC02 Caramel Sea Salt Tiramisu",1,,63
"2020-11-12 10:12:07",5477,completed,new,"1× BC03 Vegan Matcha Chocolate Cheesecake",1,,59
"2020-11-12 09:57:26",5476,processed,new,"1× Membership Registration",1,,25
"2020-11-12 09:36:35",5474,completed,new,"6× BC06 Almond Semolina Sugee Butter Cake 500g, 1× BC09 C'mel Sea Salt Cheesecake Slice, 1× Coriander Pesto Pasta with Grilled Prawns, 1× Spicy Chicken Yum Pasta",9,,142.5
"2020-11-12 09:24:43",5473,completed,new,"5× BB01 Wholewheat Sourdough",5,,32.5
"2020-11-12 09:02:53",5472,completed,new,"1× BC02 Ondeh Ondeh Cake, 1× *C01 Assorted Christmas Cookies",2,welcome10,65.7
"2020-11-12 08:56:57",5471,completed,new,"1× BC02 Caramel Sea Salt Tiramisu, 5× Noah's Apple Watermelon Mint Juice",6,,86
"2020-11-12 08:31:23",5469,completed,new,"1× BB01 Blue Pea Sourdough, 1× BC10 Lemon Lust, 1× BC09 Ondeh Ondeh Slice, 1× BC09 Real Dark Chocolate Slice, 1× BB04 Tahini Choc Pull-Apart Loaf, 1× BP02 Choc Croissant Bundle",6,,55.2
"2020-11-12 08:18:57",5468,processed,returning,"1× *B02 Christmas Panettone (Family Size), 1× *A04 Hojicha Matcha Yuzu Block Cake, 1× *C05 Christmas Gingerbread Cookies, 1× *H06 Morrocan Chicken Rice Pilaf, 1× *H14 Festive Slider Platter, 1× *H08 Christmas Salad",6,,316
"2020-11-12 08:16:08",5467,completed,new,"1× BC05 Choc Cookies & Cream Cheesecake",1,,45
"2020-11-12 08:04:05",5466,completed,new,"1× BC05 Blueberry Hazelnut Cheesecake, 1× SP04 Mini Croissant Sandwiches, 1× SP04 Mini Croissant Sandwiches",3,,109
"2020-11-12 07:59:55",5465,completed,new,"1× Ondeh Ondeh Cake - 6""R",1,,45
"2020-11-12 07:02:50",5464,completed,new,"1× BC02 Carrot Walnut Cake",1,,59
"2020-11-11 22:54:03",5462,completed,new,"1× *C01 Assorted Christmas Cookies, 1× Garlic & Spring Onion Pull-Apart Loaf, 1× BC06 Cherry Chocolate Pound Cake 500g, 1× BCC1 Chocolate Midnight Cookie, 1× Full Green Cauli Rice with Broccoli, 1× Herby Tomato Sea Salt Slab, 1× BB04 Cinnamon Swirl",7,,81.9
"2020-11-11 22:52:29",5461,completed,new,"1× BC02 Eggless Chocolate Truffle",1,welcome10,40.5
"2020-11-11 22:51:56",5460,processed,new,"1× BC01 Carrot Walnut Cake - 8""R, 1× Coriander Pesto Pasta with Grilled Prawns, 1× Salmon Grain Bowl Snack Box, 1× Lemongrass Lime Pasta with Glazed Seabass",4,,103
"2020-11-11 22:51:18",5459,completed,new,"1× BC02 Chocolate Matcha Cake, 1× BC07 Orange Cranberry Pound Cake",2,,81
"2020-11-11 22:39:18",5458,processed,new,"1× Membership Registration",1,,25
"2020-11-11 22:39:01",5457,completed,new,"1× BC02 Ondeh Ondeh Cake",1,,63
"2020-11-11 22:24:26",5456,completed,new,"1× *X04 Green Vegan Christmas Hamper, 1× *C01 Assorted Christmas Cookies, 1× Weibel Dom Pierre Sparkling Wine, California",3,,134
"2020-11-11 21:59:46",5455,processed,new,"1× BB01 Wholewheat Sourdough, 1× BB03 White Bloomer, 1× *H05 Classic Sausage Platter, 1× SP04 Sliders Box- 6pcs",4,,110.3
"2020-11-11 21:38:06",5454,completed,new,"1× BC07 Orange Cranberry Pound Cake, 1× BC07 Cherry Chocolate Pound Cake",2,,36
"2020-11-11 21:20:46",5453,completed,new,"1× BP04 Cranberry Scone Bundle, 1× Beef Cheeseburger, 1× KB01 Hearty Meal Box, 1× Handmade Meatballs Tomato Pasta, 1× BCC1 Classic Chocolate Chip Cookie, 1× BCC1 Chocolate Midnight Cookie, 1× *C02 Assorted Premium Butter Shortbread",7,welcome10,90.81
"2020-11-11 21:07:43",5452,processed,new,"1× BC01 Carrot Walnut Cake - 8""R, 1× BC07 Orange Cranberry Pound Cake, 1× BP04 Cheese Scallion Scone Bundle",3,,88
"2020-11-11 20:52:23",5451,completed,new,"1× BC02 Red Velvet Cake, 1× *C02 Assorted Premium Butter Shortbread",2,,87
"2020-11-11 20:36:16",5449,completed,new,"1× *H14 Festive Slider Platter, 1× SP06 Assorted Mini Cheesecake Box [Eggless] [V], 1× SP01 Assorted Scone Box, 1× BC03 Vegan Earl Grey Belgian Chocolate Berries Cake",4,,169
"2020-11-11 20:31:08",5447,processed,new,"1× BCC1 Classic Chocolate Chip Cookie, 1× *A04 Hojicha Matcha Yuzu Block Cake, 1× SP04 Assorted Mini Savory Tartlets 12s",3,,126.8
"2020-11-11 19:51:46",5436,completed,new,"1× BC01 Carrot Walnut Cake - 8""R, 3× BCC1 Oatmeal Cranberry Cookie",4,,87.3
"2020-11-11 19:45:41",5435,processed,new,"1× BC03 Sugarless Carrot Walnut Cake, 1× SP04 Mini Croissant Sandwiches, 1× BP04 Cheese Scallion Scone Bundle",3,,93
"2020-11-11 19:32:42",5431,completed,new,"1× BC09 Real Dark Chocolate Slice",1,welcome10,6.75
"2020-11-11 19:19:15",5429,completed,new,"1× BC01 Carrot Walnut Cake - 8""R",1,welcome10,53.1
"2020-11-11 19:19:15",5430,completed,new,"1× BC02 Lychee Rose Cake",1,,59
"2020-11-11 19:19:13",5428,processed,new,"1× BC02 Carrot Walnut Cake, 1× BC06 Cherry Chocolate Pound Cake 500g, 1× BC10 Blueberry Almond Slice",3,,80.2
"2020-11-11 19:01:29",5427,completed,new,"1× BC02 Choc Cherry Financier Cake",1,,63
"2020-11-11 19:00:00",5426,completed,new,"1× BC07 Orange Cranberry Pound Cake, 1× BC05 Caramel SeaSalt Cheesecake, 2× BB03 Plain Ciabatta, 1× BB04 Brioche, 1× BB04 Orange Cranberry Loaf",6,,82.7
"2020-11-11 18:59:26",5425,processed,new,"1× BC02 Gula Melaka Pandan Cake, 1× *X03 Christmas Tea & Cookies Hamper, 1× Membership Registration",3,welcome10,116.1
"2020-11-11 18:42:23",5424,processed,new,"1× *H01 Rosemary & Butter-Roasted Turkey, 1× *B04 Classic Minced Pie, 1× *A03 Flourless Chocolate Logcake, 1× *H09 Lobster & Crab Quiche (9""Round)",4,,313
"2020-11-11 18:42:22",5423,processed,new,"1× BC02 Gula Melaka Pandan Cake, 1× BP05 Butter Briossant, 1× BB02 Wholemeal Walnut, 1× BC02 Peanut Butter Jelly Cake",4,welcome10,107.73
"2020-11-11 18:34:21",5422,completed,returning,"1× BC03 Eggless Carrot Walnut Cake",1,,66
"2020-11-11 18:33:39",5421,completed,returning,"1× BC02 Peanut Butter Jelly Cake",1,,45
"2020-11-11 18:33:27",5420,completed,new,"1× BCC1 Classic Chocolate Chip Cookie, 1× BP04 Cranberry Scone Bundle, 1× BB05 Jelly Donuts, 1× BB04 Milk & Butter Bread, 1× BC10 Brownie With Walnut",5,welcome10,39.96
"2020-11-11 18:22:35",5419,completed,new,"1× BC03 Sugarless Carrot Walnut Cake, 1× BB03 Plain Ciabatta, 1× BB01 Rye Sourdough, 1× BC09 Real Dark Chocolate Slice",4,,84.7
"2020-11-11 18:05:59",5418,completed,new,"1× BC02 Ondeh Ondeh Cake",1,,63
"2020-11-11 18:01:00",5417,completed,returning,"1× BC02 Carrot Walnut Cake",1,,59
"2020-11-11 17:40:38",5415,completed,returning,"1× BC06 Almond Semolina Sugee Butter Cake 500g",1,,18
"2020-11-11 17:13:57",5414,completed,returning,"1× BC07 Banana Walnut Loaf Cake",1,,18
"2020-11-11 17:06:54",5413,completed,new,"1× BB01 Blue Pea Sourdough, 2× BB02 Wholemeal 4 Seeds",3,welcome10,17.37
"2020-11-11 16:57:37",5412,completed,new,"1× BC02 Carrot Walnut Cake",1,,59
"2020-11-11 16:55:38",5411,processed,new,"1× *H01 Rosemary & Butter-Roasted Turkey",1,,158
"2020-11-11 16:43:36",5410,completed,new,"1× BC02 Real Dark Chocolate Cake",1,rewa118,35
"2020-11-11 16:25:42",5409,completed,new,"1× BC02 Eggless Chocolate Truffle, 2× BB01 Blue Pea Sourdough, 1× Herby Tomato Sea Salt Slab, 2× BP05 Butter Briossant",6,,86.1
"2020-11-11 15:43:22",5408,completed,new,"1× BC02 Real Dark Chocolate Cake",1,,45
"2020-11-11 15:38:26",5404,completed,new,"1× BC02 Eggless Chocolate Truffle, 1× *C01 Assorted Christmas Cookies",2,welcome10,85.5
"2020-11-11 15:36:30",5403,completed,new,"1× BC05 Choc Cookies & Cream Cheesecake, 1× BB04 Cinnamon Swirl, 1× BB05 Jelly Donuts, 1× BB01 Rye Sourdough",4,,103.5
"2020-11-11 15:25:54",5402,completed,new,"1× BC02 Chocolate Matcha Cake",1,,63
"2020-11-11 15:20:09",5400,completed,new,"1× BC02 Carrot Walnut Cake",1,,59
"2020-11-11 15:09:53",5396,completed,new,"1× BC02 Ondeh Ondeh Cake",1,,45
"2020-11-11 14:40:53",5395,processed,returning,"1× BC02 Ondeh Ondeh Cake",1,,45
"2020-11-11 14:35:09",5394,pending,new,"1× BC02 Ondeh Ondeh Cake",1,,45
"2020-11-11 14:34:42",5393,completed,new,"1× BC02 Strawberry Fields Cake",1,welcome10,53.1
"2020-11-11 14:29:42",5392,pending,new,"1× BC03 Vegan Earl Grey Belgian Chocolate Berries Cake",1,welcome10,56.7
"2020-11-11 14:27:28",5391,completed,new,"1× BC02 Choc Cherry Financier Cake",1,,63
"2020-11-11 14:14:15",5390,processed,new,"1× BC02 Ondeh Ondeh Cake",1,,45
"2020-11-11 14:10:03",5389,completed,new,"3× BC02 Gula Melaka Pandan Cake",3,,177
"2020-11-11 14:09:15",5388,processed,new,"1× *A01 Butterscotch Maple Carrot Logcake, 1× *B04 Classic Minced Pie",2,,90
"2020-11-11 14:00:41",5387,completed,returning,"1× BC02 Peanut Butter Jelly Cake",1,,45
"2020-11-11 13:58:20",5386,processed,new,"1× BC02 Chocolate Fudge Cake, 1× BC02 Lychee Rose Cake",2,,148
"2020-11-11 13:57:22",5385,completed,new,"1× Real Dark Chocolate Cake - 6""R",1,,45
"2020-11-11 13:47:34",5384,completed,new,"1× BC03 Eggless Carrot Walnut Cake",1,,97
"2020-11-11 13:30:12",5383,processed,new,"1× BC02 Red Velvet Cake, 1× SP06 Assorted Mini Cheesecake Box [Eggless] [V]",2,,85
"2020-11-11 13:17:23",5382,completed,returning,"1× BC02 Carrot Walnut Cake",1,,85
"2020-11-11 13:15:30",5381,completed,new,"1× Ondeh Ondeh Cake - 6""R",1,,45
"2020-11-11 13:13:43",5380,completed,returning,"6× BC11 Double Chocolate Cupcake, 6× BC11 Lemon Cupcake, 6× BC11 Red Velvet Earl Grey Cupcake",18,,75.6
"2020-11-11 13:12:50",5379,completed,new,"1× BC02 Real Dark Chocolate Cake",1,,45
"2020-11-11 13:11:18",5378,processed,returning,"1× *A04 Hojicha Matcha Yuzu Block Cake",1,,89
"2020-11-11 13:09:03",5377,completed,new,"1× BC02 Ondeh Ondeh Cake",1,,45
"2020-11-11 13:07:13",5376,completed,new,"1× BC04 Burnt Cheesecake - 7""R",1,,45
"2020-11-11 13:04:56",5375,processed,new,"1× BC02 Red Velvet Cake",1,,59
"2020-11-11 12:59:37",5374,completed,new,"1× BC02 Chocolate Fudge Cake",1,,92
"2020-11-11 12:50:56",5373,completed,returning,"1× BC05 Yuzu Raspberry Cheesecake",1,,45
"2020-11-11 12:33:23",5372,completed,new,"1× BC01 Carrot Walnut Cake - 8""R, 1× BB01 Wholewheat Sourdough, 1× BB04 Hot Cross Buns Bundle, 1× BCC1 Almond Biscotti",4,,86.8
"2020-11-11 12:32:04",5371,processed,returning,"1× *H01 Rosemary & Butter-Roasted Turkey",1,,158
"2020-11-11 12:16:14",5369,completed,new,"1× BC02 Red Velvet Cake",1,,59
"2020-11-11 12:15:26",5368,completed,new,"1× BC02 Gula Melaka Pandan Cake",1,,59
"2020-11-11 11:52:42",5356,completed,returning,"1× BC02 Gula Melaka Pandan Cake",1,,59
"2020-11-11 11:50:36",5355,completed,new,"1× BC02 Chocolate Fudge Cake",1,,63
"2020-11-11 11:29:09",5353,completed,new,"1× BC02 Carrot Walnut Cake",1,welcome10,53.1
"2020-11-11 11:17:13",5352,completed,new,"1× BC03 Sugarless Carrot Walnut Cake, 1× BP02 Butter Croissant Bundle, 1× BC10 Lemon Lust",3,,81.8
"2020-11-11 11:05:23",5351,processed,new,"1× *A04 Hojicha Matcha Yuzu Block Cake",1,,89
"2020-11-11 10:34:20",5350,completed,new,"1× BC02 Gula Melaka Pandan Cake",1,,59
"2020-11-11 10:30:21",5349,completed,new,"1× BC02 Lychee Rose Cake",1,,59
"2020-11-11 10:23:32",5348,processed,new,"1× BC03 Eggless Carrot Walnut Cake, 2× BB01 Rye Sourdough, 2× BB01 Wholewheat Sourdough",5,welcome10,82.44
"2020-11-11 10:14:40",5347,processed,new,"2× BC02 Real Dark Chocolate Cake",2,,90
"2020-11-11 10:09:39",5346,processed,new,"1× *H12 Winter Truffle Mash Potato, 2× *H10 Truffle Portebello Mushroom & Feta Quiche, 1× *H05 Classic Sausage Platter",4,,185
"2020-11-11 10:06:17",5345,completed,new,"1× BC02 Lychee Rose Cake, 2× BCC1 Classic Chocolate Chip Cookie, 1× BCC1 Almond Crunch Cookie",4,,87.3
"2020-11-11 09:52:36",5344,processed,new,"1× Membership Registration",1,,25
"2020-11-11 09:42:54",5343,completed,new,"1× BC02 Chocolate Fudge Cake",1,,63
"2020-11-11 09:22:45",5341,processed,new,"1× *H01 Rosemary & Butter-Roasted Turkey, 1× *A06 Burnt Gingerbread Cheesecake 7""",2,,206
"2020-11-11 09:14:48",5339,completed,new,"1× BC02 Chocolate Matcha Cake",1,,63
"2020-11-11 09:09:05",5338,completed,new,"1× BC02 Lychee Rose Cake, 1× Full Green Cauli Rice with Broccoli, 1× Full Green Cauliflower Rice, 1× Full Green Tomato Cauli Rice",4,,78.2
"2020-11-11 09:00:46",5337,processed,returning,"1× *H06 Morrocan Chicken Rice Pilaf, 1× *H08 Christmas Salad",2,,99
"2020-11-11 08:56:49",5336,processed,new,"1× *A04 Hojicha Matcha Yuzu Block Cake",1,,89
"2020-11-11 08:56:11",5335,processed,new,"1× *A04 Hojicha Matcha Yuzu Block Cake",1,,89
"2020-11-11 08:55:50",5334,completed,new,"1× BB02 Wholemeal Walnut, 1× BB01 Blue Pea Sourdough, 1× BB03 Onion Olive Coriander, 1× BB04 Milk & Butter Bread",4,,24.7
"2020-11-11 08:37:25",5332,completed,new,"1× BC01 Carrot Walnut Cake - 8""R, 1× BP04 Raspberry Almond Scone Bundle, 1× BP04 Cranberry Scone Bundle",3,,81
"2020-11-11 08:28:42",5331,processed,new,"1× BC02 Black Forest Cake, 1× BCC1 Matcha Chocolate Shortbread, 1× BB03 Plain Ciabatta, 2× BB04 Cinnamon Swirl",5,,84.1
"2020-11-11 08:16:03",5330,processed,new,"1× *C01 Assorted Christmas Cookies, 1× *H12 Winter Truffle Mash Potato",2,,80
"2020-11-11 07:42:14",5329,processed,new,"1× *A01 Butterscotch Maple Carrot Logcake, 1× *H01 Rosemary & Butter-Roasted Turkey",2,,226
"2020-11-11 07:42:06",5328,processed,new,"1× *B04 Classic Minced Pie, 1× *H05 Classic Sausage Platter, 1× *B03 Christmas Brioche Wreath with Spinach Onion Cheese Dip",3,,111
"2020-11-11 07:30:03",5327,completed,new,"1× BC01 Red Velvet Cake-8""R",1,,59
"2020-11-11 07:20:47",5326,processed,new,"1× BB01 Rye Sourdough, 1× Lemongrass Lime Pasta with Glazed Seabass, 1× Beef Cheeseburger, 1× BC03 Vegan Earl Grey Belgian Chocolate Berries Cake",4,welcome10,84.87
"2020-11-11 06:56:18",5325,completed,new,"1× BB04 Cinnamon Swirl, 1× BC05 Burnt Cheesecake, 1× BP02 Choc Croissant Bundle, 1× BB05 Jelly Donuts, 1× BB02 Wholemeal Walnut, 1× BB04 Orange Cranberry Loaf",6,welcome10,80.1
"2020-11-11 06:49:50",5324,completed,new,"3× BC07 Cherry Chocolate Pound Cake, 2× BCC1 Oatmeal Cranberry Cookie, 1× BB03 Plain Ciabatta, 1× BB02 Wholemeal Walnut",7,,83.3
"2020-11-11 06:35:06",5323,completed,new,"1× BC02 Lychee Rose Cake",1,welcome10,53.1
"2020-11-11 05:58:41",5322,processed,new,"1× BC03 Vegan Earl Grey Belgian Chocolate Berries Cake, 1× *H15 Plant Base Slider Platter",2,,118
"2020-11-11 05:37:05",5321,completed,new,"1× BC01 Red Velvet Cake-8""R, 1× BC04 Burnt Cheesecake - 7""R, 1× BC06 Almond Semolina Sugee Butter Cake 500g, 1× BB02 Wholemeal Walnut",4,,127.9
"2020-11-11 05:21:49",5320,completed,new,"1× BC06 Almond Semolina Sugee Butter Cake 500g",1,,18
"2020-11-11 04:48:31",5319,pending,new,"1× *C01 Assorted Christmas Cookies, 1× BB01 Blue Pea Sourdough, 2× BB04 Brioche, 1× BP04 Cranberry Scone Bundle, 1× BCC1 Almond Crunch Cookie, 1× BP05 Butter Briossant",7,welcome10,87.39
"2020-11-11 01:06:15",5318,completed,new,"1× *A04 Hojicha Matcha Yuzu Block Cake",1,welcome10,80.1
"2020-11-11 00:47:19",5317,processed,new,"1× BC03 Vegan Earl Grey Belgian Chocolate Berries Cake, 1× SP04 Assorted Mini Savory Tartlets 12s",2,,91
"2020-11-11 00:23:06",5316,processed,new,"1× *C06 Tea Cookies Collection, 1× *A04 Hojicha Matcha Yuzu Block Cake",2,welcome10,141.3
"2020-11-10 23:32:07",5314,completed,new,"1× Real Dark Chocolate Cake - 6""R",1,,45
"2020-11-10 22:58:37",5313,completed,new,"1× BC02 Carrot Walnut Cake",1,welcome10,53.1
"2020-11-10 21:38:07",5303,completed,new,"1× BB02 Wholemeal Walnut, 1× Cedele Almond Nut Butter, 1× BC02 Real Dark Chocolate Cake",3,,82.9
"2020-11-10 21:22:56",5302,processed,new,"1× BC09 Ondeh Ondeh Slice, 1× BC02 Carrot Walnut Cake, 1× BC09 Red Velvet Slice, 1× BC09 C'mel Sea Salt Cheesecake Slice",4,,82
"2020-11-10 21:09:55",5301,completed,new,"1× BC02 Ondeh Ondeh Cake",1,,63
"2020-11-10 21:09:45",5300,completed,new,"1× BC02 Eggless Chocolate Truffle",1,welcome10,40.5
"2020-11-10 21:02:20",5299,completed,new,"2× BB01 Blue Pea Sourdough, 2× BB01 Rye Sourdough, 2× BB01 Toasted Granola Yoghurt Sourdough, 3× BB02 Wholemeal Walnut, 2× BB03 Onion Olive Coriander, 1× BB04 Hot Cross Buns Bundle",12,,82.8
"2020-11-10 20:31:57",5297,completed,new,"2× BB02 Wholemeal Walnut, 1× BB04 Cinnamon Swirl, 1× BP02 Butter Croissant Bundle, 1× *B01 Baby Citrusy Panettone 6's, 1× BC09 Carrot Walnut Slice, 1× Basil Pesto Chicken Thins, 1× Mushroom Soup (250ml) - Daily, 1× Hammy Cheese Thins, 1× BC09 Red Velvet Slice",10,welcome10,80.1
"2020-11-10 20:26:51",5296,completed,new,"2× BC07 Almond Semolina Sugee Butter Cake, 1× BC07 Orange Cranberry Pound Cake",3,,54
"2020-11-10 20:25:53",5295,completed,new,"1× BC02 Carrot Walnut Cake",1,,59
"2020-11-10 19:48:38",5294,completed,new,"1× BC02 Chocolate Fudge Cake, 1× BP05 Butter Briossant, 2× BC10 Brownie With Walnut",4,,80.4
"2020-11-10 19:40:11",5292,processed,new,"1× *B03 Christmas Brioche Wreath with Spinach Onion Cheese Dip, 1× *H10 Truffle Portebello Mushroom & Feta Quiche, 1× *H05 Classic Sausage Platter, 2× *H01 Rosemary & Butter-Roasted Turkey, 1× *H12 Winter Truffle Mash Potato",6,,483
"2020-11-10 19:32:17",5291,completed,returning,"1× BC02 Blueberry Maple Cake",1,,59
"2020-11-10 19:27:55",5290,completed,new,"1× BC02 Choc Banana Espresso Cake",1,,59
"2020-11-10 19:23:29",5289,completed,new,"1× BC01 Red Velvet Cake-8""R",1,welcome10,53.1
"2020-11-10 19:23:14",5288,completed,new,"1× SP01 Assorted Scone Box, 1× SP01 Savoury Croissant Box, 1× Ondeh Ondeh Cake - 6""R",3,,107
"2020-11-10 19:03:03",5287,completed,new,"1× BC02 Blueberry Maple Cake",1,,59
"2020-11-10 18:01:47",5286,completed,new,"4× BC10 Lemon Lust, 2× BB02 Wholemeal Walnut, 1× BB01 Rye Sourdough, 2× KB01 Hearty Meal Box, 1× KB01 Hearty Meal Box",10,,81
"2020-11-10 17:32:59",5285,completed,new,"1× BC02 Red Velvet Cake",1,,59
"2020-11-10 16:52:57",5284,completed,returning,"1× BC03 Eggless Carrot Walnut Cake",1,,66
"2020-11-10 16:38:21",5283,completed,new,"1× Real Dark Chocolate Cake - 6""R, 1× *C01 Assorted Christmas Cookies, 1× SP05 Assorted Danish Box",3,,92
"2020-11-10 15:53:34",5280,completed,new,"1× BC02 Choc Banana Espresso Cake, 1× SP02 Assorted Mini Pastries",2,,82
"2020-11-10 15:20:06",5279,completed,new,"1× BC01 Carrot Walnut Cake - 8""R",1,welcome10,53.1
"2020-11-10 14:52:32",5278,completed,new,"2× BC02 Choc Banana Espresso Cake, 1× *C03 Chocolate Cookies Collection",3,,186
"2020-11-10 14:51:39",5277,completed,new,"1× BC02 Chocolate Matcha Cake",1,,63
"2020-11-10 14:44:46",5276,completed,new,"1× BC03 Vegan Earl Grey Belgian Chocolate Berries Cake",1,,63
"2020-11-10 14:39:29",5275,completed,new,"1× BC02 Lychee Rose Cake",1,,59
"2020-11-10 14:34:05",5274,processed,new,"1× BC05 Yuzu Raspberry Cheesecake",1,,77
"2020-11-10 14:09:25",5273,processed,new,"1× *H15 Plant Base Slider Platter, 1× *H08 Christmas Salad, 1× *H01 Rosemary & Butter-Roasted Turkey, 1× *H10 Truffle Portebello Mushroom & Feta Quiche, 1× *A02 Lychee Champagne Logcake, 1× *B03 Christmas Brioche Wreath with Spinach Onion Cheese Dip",6,,399
"2020-11-10 14:07:28",5272,processed,new,"1× Membership Registration",1,,25
"2020-11-10 14:02:12",5271,completed,new,"1× BC02 Ondeh Ondeh Cake",1,ty10,56.7
"2020-11-10 13:57:19",5270,completed,new,"1× BC01 Carrot Walnut Cake - 8""R, 1× BC03 Vegan Earl Grey Belgian Chocolate Berries Cake",2,,122
"2020-11-10 13:54:04",5269,completed,new,"1× BC02 Chocolate Matcha Cake",1,,63
"2020-11-10 12:43:07",5268,processed,new,"1× BC01 Red Velvet Cake-8""R",1,,59
"2020-11-10 12:35:14",5267,completed,new,"1× BC05 Burnt Cheesecake",1,,77
"2020-11-10 12:16:44",5266,completed,new,"1× BC02 Red Velvet Cake",1,,59
"2020-11-10 08:25:09",5255,completed,new,"1× BC01 Carrot Walnut Cake - 8""R, 2× BB04 Cinnamon Swirl, 1× BB02 Wholemeal Walnut, 1× BCC1 Almond Crunch Cookie",5,,85.1
"2020-11-10 00:13:04",5197,completed,new,"1× BC02 Gula Melaka Pandan Cake, 1× BB04 Cinnamon Swirl",2,welcome10,57.78
